$MFT,C:\Windows\System32\RESOURCEPOLICYCLIENT.DLL,\VOLUME{01d240134ec3371c-524f8ba2}\$MFT,88
015C7F95[1].JS,C:\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\37\015C7F95[1].JS,\VOLUME{01d240134ec3371c-524f8ba2}\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\37\015C7F95[1].JS,375
015C7F95[1].JS,C:\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\38\015C7F95[1].JS,\VOLUME{01d240134ec3371c-524f8ba2}\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\38\015C7F95[1].JS,360
045D3532[1].JS,C:\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\38\045D3532[1].JS,\VOLUME{01d240134ec3371c-524f8ba2}\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\38\045D3532[1].JS,364
045D3532[1].JS,C:\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\49\045D3532[1].JS,\VOLUME{01d240134ec3371c-524f8ba2}\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\49\045D3532[1].JS,257
045D3532[1].JS,C:\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\37\045D3532[1].JS,\VOLUME{01d240134ec3371c-524f8ba2}\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\37\045D3532[1].JS,376
045D3532[1].JS,C:\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\48\045D3532[1].JS,\VOLUME{01d240134ec3371c-524f8ba2}\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\48\045D3532[1].JS,190
045D3532[1].JS,C:\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\47\045D3532[1].JS,\VOLUME{01d240134ec3371c-524f8ba2}\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\47\045D3532[1].JS,309
045D3532[1].JS,C:\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\44\045D3532[1].JS,\VOLUME{01d240134ec3371c-524f8ba2}\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\44\045D3532[1].JS,334
045D3532[1].JS,C:\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\46\045D3532[1].JS,\VOLUME{01d240134ec3371c-524f8ba2}\USERS\STRATARXIS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\AC\APPCACHE\OB0MQQR3\46\045D3532[1].JS,277
