DLLHOST.EXE-E43273AF.pf,1/8/2018 10:15:32 AM,1/9/2018 9:59:31 AM,"4,804",DLLHOST.EXE,C:\Windows\System32\dllhost.exe,4,"1/9/2018 9:59:21 AM, 1/9/2018 9:49:35 AM, 1/8/2018 10:36:53 AM, 1/8/2018 10:15:22 AM",No
DLLHOST.EXE-E4DB4546.pf,1/8/2018 10:43:30 AM,1/8/2018 10:43:30 AM,"6,414",DLLHOST.EXE,C:\Windows\System32\dllhost.exe,1,1/8/2018 10:43:20 AM,No
DWM.EXE-6FFD3DA8.pf,1/5/2018 2:30:32 PM,1/12/2018 7:34:44 AM,"13,517",DWM.EXE,C:\WINDOWS\SYSTEM32\DWM.EXE,3,"1/10/2018 2:47:27 PM, 1/9/2018 2:56:21 PM, 1/5/2018 2:30:21 PM",Yes
EXPLORER.EXE-A80E4F97.pf,12/7/2017 10:26:34 AM,1/10/2018 2:17:09 PM,"62,011",EXPLORER.EXE,C:\Windows\explorer.exe,12,"1/10/2018 2:16:59 PM, 1/9/2018 7:23:29 AM, 1/3/2018 12:34:00 PM, 1/3/2018 12:33:49 PM, 12/15/2017 7:03:06 AM, 12/12/2017 7:26:31 AM, 12/11/2017 7:06:55 AM, 12/8/2017 2:38:09 PM",No
FONTDRVHOST.EXE-31E45F6D.pf,1/5/2018 2:30:32 PM,1/12/2018 7:34:44 AM,"3,586",FONTDRVHOST.EXE,C:\Windows\System32\FONTDRVHOST.EXE,3,"1/10/2018 2:47:27 PM, 1/9/2018 2:56:21 PM, 1/5/2018 2:30:21 PM",No
GAMEBARPRESENCEWRITER.EXE-B764B0F5.pf,1/8/2018 2:53:14 PM,1/12/2018 8:05:36 AM,"4,469",GAMEBARPRESENCEWRITER.EXE,C:\Windows\System32\GAMEBARPRESENCEWRITER.EXE,6,"1/12/2018 8:05:26 AM, 1/10/2018 2:33:08 PM, 1/10/2018 7:15:54 AM, 1/9/2018 10:45:54 AM, 1/9/2018 9:26:04 AM, 1/8/2018 2:53:13 PM",No
GAMEPANEL.EXE-301023FA.pf,1/9/2018 10:46:05 AM,1/10/2018 2:33:14 PM,"17,041",GAMEPANEL.EXE,C:\Windows\System32\GAMEPANEL.EXE,3,"1/10/2018 2:33:08 PM, 1/10/2018 7:16:16 AM, 1/9/2018 10:45:55 AM",No
GIT-2.15.1.2-64-BIT (1).TMP-651DCBA1.pf,1/4/2018 12:12:08 PM,1/4/2018 12:12:08 PM,"9,958",GIT-2.15.1.2-64-BIT (1).TMP,C:\USERS\STRATARXIS\APPDATA\LOCAL\TEMP\IS-RCAG7.TMP\GIT-2.15.1.2-64-BIT (1).TMP,1,1/4/2018 12:11:58 PM,Yes
GIT-2.15.1.2-64-BIT.TMP-2703E96D.pf,1/4/2018 12:12:11 PM,1/4/2018 12:12:11 PM,"9,507",GIT-2.15.1.2-64-BIT.TMP,C:\USERS\STRATARXIS\APPDATA\LOCAL\TEMP\IS-MF1HN.TMP\GIT-2.15.1.2-64-BIT.TMP,1,1/4/2018 12:12:01 PM,Yes
GIT-BASH.EXE-1362D75D.pf,1/8/2018 10:18:30 AM,1/10/2018 2:19:18 PM,"3,807",GIT-BASH.EXE,C:\PROGRAM FILES\Git\git-bash.exe,2,"1/10/2018 2:19:08 PM, 1/8/2018 10:18:27 AM",No
GIT-CREDENTIAL-MANAGER.EXE-BD6E26F4.pf,1/4/2018 12:23:53 PM,1/10/2018 2:32:20 PM,"17,517",GIT-CREDENTIAL-MANAGER.EXE,C:\PROGRAM FILES\Git\mingw64\libexec\git-core\GIT-CREDENTIAL-MANAGER.EXE,13,"1/10/2018 2:32:18 PM, 1/10/2018 2:24:54 PM, 1/10/2018 2:19:34 PM, 1/4/2018 1:19:20 PM, 1/4/2018 1:19:19 PM, 1/4/2018 12:45:57 PM, 1/4/2018 12:45:55 PM, 1/4/2018 12:38:37 PM",No
GIT-REMOTE-HTTPS.EXE-7750AC41.pf,1/4/2018 12:23:52 PM,1/10/2018 2:32:22 PM,"7,601",GIT-REMOTE-HTTPS.EXE,C:\PROGRAM FILES\Git\mingw64\libexec\git-core\GIT-REMOTE-HTTPS.EXE,18,"1/10/2018 2:32:17 PM, 1/10/2018 2:24:53 PM, 1/10/2018 2:19:32 PM, 1/5/2018 10:16:58 AM, 1/4/2018 1:36:49 PM, 1/4/2018 1:21:47 PM, 1/4/2018 1:19:18 PM, 1/4/2018 12:45:54 PM",No
